edad,salario,experiencia,antiguedad_empresa,departamento,tipo_contrato,horas_trabajo,satisfaccion_laboral,balance_trabajo_vida,promociones,distancia_trabajo,comentarios_empleado,renuncia,employee_id,employee_name,risk_score,risk_level,recommendation
37,2115,19,2,logistica,temporal,49,3,4,1,49,estoy orgulloso de lo que hacemos,1,745,N/A,0.5675573669568269,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
41,3748,23,20,ventas,temporal,49,2,3,0,6,estoy muy insatisfecho con mi trabajo,0,746,N/A,0.20822984455858345,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
22,951,0,0,finanzas,fijo,42,1,3,0,21,el ambiente laboral es muy malo ademas considero que el salario es bajo y siento que no hay crecimiento profesional,1,747,N/A,0.6837287924446637,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
51,1479,27,13,logistica,fijo,35,2,4,0,39,hay buenas oportunidades de aprendizaje y siento que no hay crecimiento profesional,0,748,N/A,0.42118266826787054,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
23,1359,0,0,ventas,fijo,55,1,1,0,33,siento que mis habilidades no se aprovechan y me siento muy estresado por la carga laboral,1,749,N/A,0.7531851491772102,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
19,1685,0,0,rrhh,fijo,45,2,4,0,8,el ambiente de oficina es tenso,1,750,N/A,0.6267802749535178,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
30,1478,5,5,ventas,fijo,40,4,2,4,31,"el ambiente es regular, podria mejorar",1,751,N/A,0.5788358160054266,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
60,3135,37,2,ventas,temporal,59,3,2,2,34,tengo oportunidades limitadas para crecer y me siento muy estresado por la carga laboral,1,752,N/A,0.7567691425611234,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
60,4000,41,41,finanzas,fijo,43,5,1,3,2,estoy satisfecho con las condiciones laborales,0,753,N/A,0.2596619599504088,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
28,1992,1,1,finanzas,temporal,44,4,1,1,20,tengo un equilibrio razonable entre trabajo y vida,0,754,N/A,0.5197417191659996,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
40,2111,19,8,ti,fijo,50,5,2,2,12,siento estabilidad en mi trabajo,1,755,N/A,0.46347646630992984,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
33,1684,10,4,ti,fijo,34,5,4,2,32,la empresa valora a sus empleados,1,756,N/A,0.5217150396947782,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
48,3448,29,6,logistica,fijo,54,2,3,4,35,siento que mi trabajo no tiene impacto y me siento muy estresado por la carga laboral,0,757,N/A,0.3448454936622091,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
28,1912,5,1,ti,temporal,35,3,2,0,9,el equilibrio entre trabajo y vida es justo,1,758,N/A,0.6961583269653062,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
33,2388,12,6,ventas,temporal,59,2,4,3,35,me siento parte de un buen equipo,1,759,N/A,0.653316681001244,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
25,1186,3,2,ventas,temporal,44,4,2,1,17,la empresa valora a sus empleados,1,760,N/A,0.7116944239526064,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
21,902,0,0,produccion,fijo,48,1,3,0,30,mi jefe no apoya mi desarrollo profesional ademas considero que el salario es bajo,1,761,N/A,0.7856349147495233,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
57,2000,36,35,rrhh,fijo,40,5,2,3,44,tengo un equilibrio razonable entre trabajo y vida,1,762,N/A,0.6926811461246923,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
21,984,0,0,produccion,fijo,49,3,2,0,39,aprecio el apoyo de mis colegas pero no siempre de mi jefe ademas considero que el salario es bajo y siento que no hay crecimiento profesional,0,763,N/A,0.46362640913036407,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
42,2843,22,19,rrhh,fijo,54,4,3,4,0,la cultura de la empresa es positiva y me siento muy estresado por la carga laboral,0,764,N/A,0.21380181823254063,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
20,1494,1,0,logistica,fijo,35,4,5,0,30,tengo oportunidades limitadas para crecer,1,765,N/A,0.588147054620119,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
49,3177,31,2,finanzas,fijo,40,3,2,1,25,siento que mi esfuerzo no siempre se reconoce,0,766,N/A,0.3813645984251851,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
20,996,0,0,logistica,fijo,59,2,2,0,15,me siento reconocido por mis esfuerzos y me siento muy estresado por la carga laboral ademas considero que el salario es bajo,1,767,N/A,0.8946947433563719,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
44,2136,22,19,ventas,fijo,37,3,2,1,37,"algunas tareas son interesantes, otras no tanto",0,768,N/A,0.3803459286158886,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
46,2717,28,8,produccion,temporal,56,2,1,1,11,la carga de trabajo es abrumadora y me siento muy estresado por la carga laboral,0,769,N/A,0.4985599847765413,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
49,3042,25,20,logistica,temporal,52,4,1,4,47,hay tareas repetitivas que no disfruto y me siento muy estresado por la carga laboral,1,770,N/A,0.6352248072142386,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
36,2630,15,13,ventas,fijo,41,4,3,3,42,disfruto trabajar en esta empresa,1,771,N/A,0.40424433058397014,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
38,2353,18,12,produccion,fijo,46,5,4,4,42,hay estabilidad pero falta innovacion,0,772,N/A,0.2691470032043077,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
22,689,0,0,ti,fijo,30,3,1,0,50,no tengo motivacion para seguir en este trabajo y siento que no hay crecimiento profesional,1,773,N/A,0.7966929101867646,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
35,2185,10,0,rrhh,fijo,39,4,3,0,28,siento que crezco profesionalmente,1,774,N/A,0.4233816376172684,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
45,2393,20,5,ti,temporal,43,4,1,1,11,siento que crezco profesionalmente,1,775,N/A,0.5112395015827014,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
59,3463,37,25,logistica,fijo,36,4,4,3,4,siento estabilidad en mi trabajo,0,776,N/A,0.1839758167965513,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
39,2744,18,7,ventas,fijo,58,2,1,2,41,la cultura de la empresa es positiva y me siento muy estresado por la carga laboral,1,777,N/A,0.6018947422975853,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
38,1765,16,16,finanzas,fijo,47,3,5,4,1,la empresa tiene potencial de mejora,0,778,N/A,0.22197342170394815,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
23,1159,0,0,finanzas,fijo,38,4,4,0,11,mi desarrollo profesional es constante,0,779,N/A,0.4503961523439326,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
18,713,0,0,ti,temporal,59,2,4,0,13,me siento estancado profesionalmente ademas considero que el salario es bajo y siento que no hay crecimiento profesional,1,780,N/A,0.8607510624658452,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
22,1470,0,0,produccion,fijo,57,3,1,0,46,tengo oportunidades limitadas para crecer y me siento muy estresado por la carga laboral,1,781,N/A,0.7783700181236495,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
58,4000,40,17,ti,fijo,45,3,1,2,29,disfruto trabajar en esta empresa,0,782,N/A,0.36832850916223997,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
29,1568,7,0,finanzas,fijo,39,2,2,0,34,la carga de trabajo es abrumadora,1,783,N/A,0.736590923341059,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
43,2353,20,3,ti,fijo,41,4,2,1,46,no recibo retroalimentacion suficiente,1,784,N/A,0.5996435722208671,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
51,3370,31,25,rrhh,fijo,38,4,4,2,16,me siento reconocido por mis esfuerzos,0,785,N/A,0.2387355339872841,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
31,1228,10,5,ti,temporal,43,3,2,0,2,el equilibrio entre trabajo y vida es justo,1,786,N/A,0.7575606081781817,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
43,2642,25,15,produccion,fijo,57,1,2,1,8,no tengo motivacion para seguir en este trabajo,1,787,N/A,0.6768169674432446,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
44,3494,26,17,ventas,fijo,31,4,2,2,6,no recibo retroalimentacion suficiente,0,788,N/A,0.37795731963756873,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
26,974,4,1,ti,fijo,54,1,5,1,19,estoy muy insatisfecho con mi trabajo ademas considero que el salario es bajo,0,789,N/A,0.35370014370594416,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
43,2974,24,3,rrhh,fijo,54,4,2,3,11,la empresa valora a sus empleados,0,790,N/A,0.21892021081462473,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
39,2495,21,1,logistica,fijo,39,3,2,0,6,mi equipo y mi jefe me apoyan mucho y siento que no hay crecimiento profesional,1,791,N/A,0.5869206216608951,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
47,3657,29,27,produccion,temporal,51,3,5,1,28,siento que mi esfuerzo no siempre se reconoce y me siento muy estresado por la carga laboral,1,792,N/A,0.6922475164243322,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
60,3113,41,24,rrhh,temporal,50,4,1,1,28,me gusta el ambiente laboral,1,793,N/A,0.6809239451286381,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
34,1350,10,8,produccion,fijo,39,5,4,4,17,hay cosas buenas y malas,0,794,N/A,0.2454593794866634,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
43,3305,21,14,logistica,fijo,31,5,3,3,1,la empresa valora a sus empleados,0,795,N/A,0.22340070781547786,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
53,4000,34,31,finanzas,temporal,35,4,1,4,47,tengo oportunidades limitadas para crecer,1,796,N/A,0.638595378692938,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
18,1880,0,0,finanzas,fijo,40,2,5,0,10,el trabajo es estresante y agotador y siento que no hay crecimiento profesional,1,797,N/A,0.5654780224127445,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
25,1901,0,0,ventas,temporal,38,3,5,0,25,el trabajo cumple con lo esperado y siento que no hay crecimiento profesional,0,798,N/A,0.467148185893779,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
52,1707,28,4,ventas,fijo,32,3,4,3,26,"algunas tareas son interesantes, otras no tanto",1,799,N/A,0.4728572776720901,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
32,1236,14,2,produccion,fijo,48,2,2,1,18,el trabajo es aceptable,1,800,N/A,0.6174294558455362,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
39,1271,14,2,rrhh,temporal,40,4,3,0,37,no hay reconocimiento al esfuerzo,0,801,N/A,0.3386067106731172,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
31,2036,10,0,rrhh,fijo,33,3,3,0,19,tengo oportunidades limitadas para crecer,1,802,N/A,0.5882697018252188,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
43,1746,15,12,ti,fijo,44,3,3,2,23,no confio en la direccion de la empresa,1,803,N/A,0.37650903425123805,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
45,2449,21,2,finanzas,fijo,55,1,1,0,38,no confio en la direccion de la empresa y siento que no hay crecimiento profesional,1,804,N/A,0.5856996715502375,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
40,2095,15,11,ti,temporal,56,3,5,2,12,aprecio el apoyo de mis colegas pero no siempre de mi jefe,1,805,N/A,0.4891202050633396,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
31,2766,13,3,ventas,temporal,41,3,3,2,5,trabajo en proyectos que me interesan,1,806,N/A,0.58914211104356,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
41,2400,20,17,finanzas,temporal,33,3,3,1,39,"estoy aprendiendo cosas nuevas, pero hay desafios",1,807,N/A,0.5690320788939625,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
19,1195,0,0,rrhh,fijo,44,4,2,0,36,me gusta el ambiente laboral,1,808,N/A,0.7385382178768373,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
43,2083,25,23,logistica,temporal,46,3,1,3,0,siento que mi esfuerzo no siempre se reconoce,1,809,N/A,0.6564151752444691,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
31,1462,6,2,finanzas,fijo,47,5,5,2,1,siento estabilidad en mi trabajo,0,810,N/A,0.33354513589771817,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
24,1730,4,3,logistica,fijo,51,2,4,2,37,siento que mi esfuerzo no se reconoce y me siento muy estresado por la carga laboral,1,811,N/A,0.5656555504631325,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
20,1304,0,0,ventas,temporal,34,4,2,0,40,estoy satisfecho con mi equipo,0,812,N/A,0.4540522329472511,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
40,1380,15,10,finanzas,fijo,39,3,2,3,29,me esfuerzo por mejorar en mi puesto,0,813,N/A,0.4436052078009297,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
60,2718,36,1,ventas,temporal,49,3,2,0,23,el trabajo cumple con lo esperado,0,814,N/A,0.6762898734129579,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
35,1734,13,0,rrhh,temporal,55,3,3,0,40,el ambiente laboral es muy malo,0,815,N/A,0.36733916745931666,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
55,2414,33,12,produccion,fijo,38,4,4,2,37,estoy satisfecho con las condiciones laborales,0,816,N/A,0.3189917151033992,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
52,2327,29,29,finanzas,temporal,47,3,1,2,26,hay cosas buenas y malas,0,817,N/A,0.489661235411437,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
32,1842,10,9,produccion,fijo,60,3,5,0,29,"el equipo es bueno, pero la gestion necesita mejorar y me siento muy estresado por la carga laboral",1,818,N/A,0.7018728132079962,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
42,2379,14,1,ventas,temporal,41,4,1,0,8,"el equipo es bueno, pero la gestion necesita mejorar",0,819,N/A,0.41571023740743995,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
54,2896,35,17,finanzas,fijo,37,3,2,3,36,la empresa tiene potencial de mejora,1,820,N/A,0.48983469909182664,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
45,2905,25,12,rrhh,temporal,60,2,4,3,15,hay buenas oportunidades de aprendizaje,0,821,N/A,0.41340074219568523,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
27,1277,6,3,finanzas,fijo,57,1,1,0,34,el ambiente laboral es muy malo,0,822,N/A,0.770780226008263,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
56,2946,31,26,rrhh,fijo,40,4,1,4,27,"el ambiente es regular, podria mejorar",0,823,N/A,0.29831965139227284,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
34,1444,12,0,ventas,fijo,33,4,2,0,11,disfruto trabajar en esta empresa,1,824,N/A,0.7933000730855453,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
56,3370,32,14,logistica,fijo,38,4,2,1,11,el liderazgo es deficiente,1,825,N/A,0.5777218637901429,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
39,2604,14,0,logistica,temporal,33,3,1,0,50,siento que algunos procesos son confusos,1,826,N/A,0.7742936079640563,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
43,2985,20,5,produccion,fijo,47,4,1,1,8,hay un buen ambiente de colaboracion,1,827,N/A,0.533016883816019,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
42,2915,24,4,ti,temporal,43,4,3,4,28,me siento estancado profesionalmente,1,828,N/A,0.3302699259673008,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
34,1807,8,0,ti,fijo,43,3,4,0,50,cumplo mis funciones sin mayor inconveniente,1,829,N/A,0.7391161328372742,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
30,1633,4,4,logistica,fijo,51,2,2,3,50,siento que mis habilidades no se aprovechan,1,830,N/A,0.7353905174506252,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
37,1922,15,4,finanzas,temporal,58,2,5,1,20,"no es el mejor trabajo, pero tampoco el peor",0,831,N/A,0.4037128906599349,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
42,2819,24,2,logistica,fijo,57,3,5,1,16,me esfuerzo por mejorar en mi puesto y me siento muy estresado por la carga laboral,1,832,N/A,0.5382668091861417,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
21,1591,0,0,produccion,temporal,59,3,2,0,32,estoy orgulloso de lo que hacemos y me siento muy estresado por la carga laboral,1,833,N/A,0.8062999814773417,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
27,1903,5,2,rrhh,fijo,54,1,4,1,33,me siento sobrecargado y desmotivado,1,834,N/A,0.6318600935571113,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
20,1811,1,0,ti,fijo,52,3,5,0,25,tengo oportunidades limitadas para crecer,1,835,N/A,0.5622538149402306,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
58,2418,40,26,produccion,fijo,30,3,3,1,17,la empresa tiene potencial de mejora,1,836,N/A,0.6118562711657315,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
35,2428,17,11,produccion,fijo,59,4,2,3,33,me siento parte de un buen equipo,0,837,N/A,0.3574758184770267,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
53,2836,33,24,ventas,fijo,38,4,5,4,37,hay buenas oportunidades de aprendizaje,0,838,N/A,0.28404849457425835,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
39,2656,17,16,ti,fijo,35,4,5,0,24,no hay reconocimiento al esfuerzo,1,839,N/A,0.35158048196101355,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
51,1933,22,16,ventas,fijo,54,4,2,4,50,hay un buen ambiente de colaboracion y me siento muy estresado por la carga laboral,1,840,N/A,0.5758446164769867,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
25,1700,2,1,produccion,fijo,47,2,4,0,33,no me siento valorado en la empresa y siento que no hay crecimiento profesional,1,841,N/A,0.6957892605812347,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
57,3432,37,34,ti,fijo,40,4,2,4,49,me siento estancado profesionalmente,0,842,N/A,0.21076788917989484,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
36,2221,13,1,rrhh,fijo,36,2,1,0,47,siento que mi esfuerzo no se reconoce y siento que no hay crecimiento profesional,0,843,N/A,0.4668311620022904,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
59,3983,37,14,finanzas,fijo,53,1,5,1,44,la carga de trabajo es abrumadora y me siento muy estresado por la carga laboral,1,844,N/A,0.6760428889222044,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
58,3385,34,32,produccion,temporal,37,3,1,2,14,la carga de trabajo es abrumadora,1,845,N/A,0.6086785401795257,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
54,2714,30,2,logistica,fijo,50,3,4,2,1,siento que mi esfuerzo no siempre se reconoce,0,846,N/A,0.307481197952361,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
23,752,0,0,rrhh,fijo,52,1,1,0,22,el ambiente laboral es muy malo y me siento muy estresado por la carga laboral,0,847,N/A,0.550809235037475,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
43,2432,18,6,finanzas,fijo,59,3,4,3,44,"estoy aprendiendo cosas nuevas, pero hay desafios",0,848,N/A,0.407714097172275,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
51,3040,29,9,ti,fijo,52,4,2,4,5,me siento reconocido por mis esfuerzos y me siento muy estresado por la carga laboral,1,849,N/A,0.534954682054091,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
23,1208,0,0,rrhh,temporal,32,4,3,0,38,estoy motivado y satisfecho con mis proyectos,1,850,N/A,0.7823294913117743,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
54,3075,30,8,rrhh,fijo,40,3,3,4,18,hay estabilidad pero falta innovacion,0,851,N/A,0.2783280911595295,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
50,3159,28,25,finanzas,fijo,40,4,2,3,33,estoy satisfecho con mi equipo,0,852,N/A,0.2512613100351504,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
39,1939,18,8,rrhh,fijo,31,5,5,3,36,"estoy aprendiendo cosas nuevas, pero hay desafios",1,853,N/A,0.44849443859370886,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
38,2330,20,7,ti,temporal,44,2,4,0,45,estoy muy insatisfecho con mi trabajo y siento que no hay crecimiento profesional,1,854,N/A,0.6131357722961122,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
23,1663,4,0,ti,fijo,44,2,1,0,22,no hay oportunidades de crecimiento y siento que no hay crecimiento profesional,1,855,N/A,0.6337878162865554,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
23,971,0,0,produccion,temporal,34,3,3,0,14,aprecio el apoyo de mis colegas pero no siempre de mi jefe ademas considero que el salario es bajo,0,856,N/A,0.4574470423718847,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
21,1291,0,0,finanzas,temporal,49,3,1,0,1,cumplo mis funciones sin mayor inconveniente y siento que no hay crecimiento profesional,1,857,N/A,0.7268636896452525,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
47,3102,25,15,ventas,fijo,37,4,1,0,37,siento estabilidad en mi trabajo,1,858,N/A,0.6553382941898004,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
28,1980,6,5,ti,fijo,45,5,1,2,24,hay buenas oportunidades de aprendizaje,0,859,N/A,0.5274837265164853,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
47,2645,27,27,ventas,fijo,41,3,5,1,43,hay cosas buenas y malas,1,860,N/A,0.5102398557748755,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
48,2397,30,24,rrhh,fijo,43,5,3,4,7,me siento reconocido por mis esfuerzos,0,861,N/A,0.2659475393011984,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
41,1318,20,9,finanzas,fijo,50,3,1,2,10,no recibo retroalimentacion suficiente,0,862,N/A,0.3481747572827092,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
26,647,2,2,logistica,temporal,42,4,1,2,28,hay buenas oportunidades de aprendizaje,1,863,N/A,0.7924880718838306,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
20,1179,0,0,finanzas,fijo,38,3,3,0,4,aprecio el apoyo de mis colegas pero no siempre de mi jefe,0,864,N/A,0.4025675606159911,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
48,3424,26,11,ti,fijo,36,3,1,1,36,mi experiencia es promedio,1,865,N/A,0.5376176203135643,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
57,3469,36,21,ti,fijo,56,4,4,2,19,me siento reconocido por mis esfuerzos y me siento muy estresado por la carga laboral,0,866,N/A,0.18446202637062972,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
54,3554,36,2,finanzas,fijo,46,5,3,2,11,la cultura de la empresa es positiva,1,867,N/A,0.4110069740056261,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
53,2542,28,5,logistica,fijo,31,4,1,1,15,no hay reconocimiento al esfuerzo,1,868,N/A,0.5997291336994514,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
41,2301,20,7,ventas,temporal,37,3,5,2,20,"a veces me siento motivado, a veces no",0,869,N/A,0.29326894295944683,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
48,2029,22,22,finanzas,fijo,55,3,4,4,36,siento que algunos procesos son confusos y me siento muy estresado por la carga laboral,0,870,N/A,0.3082920736042028,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
23,1534,0,0,logistica,fijo,42,2,2,0,49,siento que mi esfuerzo no se reconoce,1,871,N/A,0.8180332971336859,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
19,518,0,0,produccion,fijo,37,1,5,0,20,el liderazgo es deficiente y siento que no hay crecimiento profesional,0,872,N/A,0.348529097667182,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
37,1328,10,7,logistica,fijo,47,3,2,3,27,"el ambiente es regular, podria mejorar",1,873,N/A,0.6612277073690173,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
45,2213,23,18,finanzas,temporal,42,3,2,1,33,el trabajo es estresante y agotador,0,874,N/A,0.5182326469864119,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
28,2005,7,7,logistica,temporal,52,3,1,3,7,hay falta de comunicacion en el equipo,1,875,N/A,0.742448075549401,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
21,1441,0,0,ventas,fijo,37,2,4,0,45,"el equipo es bueno, pero la gestion necesita mejorar y siento que no hay crecimiento profesional",1,876,N/A,0.6750208174518174,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
32,2248,9,4,rrhh,fijo,45,4,1,4,30,estoy satisfecho con mi equipo,0,877,N/A,0.35862845444053076,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
23,1115,0,0,ventas,fijo,49,3,5,0,20,hay cosas buenas y malas y siento que no hay crecimiento profesional,1,878,N/A,0.5593968770864622,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
